FDT_STA_ID,STA_DESC,FDT_DATE_TIME,FDT_DEPTH,FDT_COMMENT,FDT_FIELD_PH,FDT_TEMP_CELCIUS,DO_mg_L,Method.Used.for.DO,FDT_SPECIFIC_CONDUCTANCE,NITROGEN_mg_L,Method.Used.for.Nitrogen,AMMONIA_mg_L,NOX_mg_L,Method.used.to.detemine.NOx,NITROGEN_KJELDAHL_TOTAL_00625_mg_L,PHOSPHORUS_TOTAL_00665_mg_L,PHOSPHORUS_TOTAL_ORTHOPHOSPHATE_70507_mg_L,HARDNESS_TOTAL_00900_mg_L,CHLORIDE_mg_L,Method.used.to.determine.Chloride,SULFATE_mg_L,Method.used.to.determine.Sulfate,ECOLI,RMK_ECOLI,ENTEROCOCCI,RMK_ENTEROCOCCI,FECAL_COLI,RMK_FECAL_COLI,CHLOROPHYLL_A_ug_L,TSS_mg_L,SECCHI_DEPTH_M,NOx_TKN_Sum,Latitude,Longitude,STA_LV1_CODE,STA_LV3_CODE,LV3_DESCRIPTION,geom
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,4/14/94 9:28,0.3,STORET DATA CONVERSION,7.63,13.1,9.55,1.0,48.0,0.88,2.0,0.04,0.28,2.0,0.6,0.09,0.04,,,,,,,,,,200.0,,,12.0,,0.28,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,4/14/94 9:38,0.3,STORET DATA CONVERSION,7.79,12.7,9.32,1.0,43.0,0.61,2.0,0.04,0.31,2.0,0.3,0.08,0.04,,,,,,,,,,600.0,,,12.0,,0.31,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,4/20/94 11:35,0.3,STORET DATA CONVERSION,7.31,14.1,9.19,1.0,56.0,0.76,2.0,0.04,0.26,2.0,0.5,0.06,0.05,,,,,,,,,,1600.0,,,14.0,,0.26,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,4/26/94 9:36,0.3,STORET DATA CONVERSION,7.51,15.3,9.59,1.0,35.0,0.77,2.0,0.04,0.17,2.0,0.6,0.04,0.03,,,,,,,,,,300.0,,,9.0,,0.17,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,5/3/94 12:47,0.3,STORET DATA CONVERSION,7.86,13.9,9.49,1.0,32.0,0.88,2.0,0.04,0.28,2.0,0.6,0.05,0.02,,,,,,,,,,300.0,,,10.0,,0.28,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,5/11/94 12:00,0.3,STORET DATA CONVERSION,7.67,15.4,8.53,1.0,43.0,0.58,2.0,0.04,0.28,2.0,0.3,0.04,0.02,,,,,,,,,,100.0,,,9.0,,0.28,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,5/18/94 11:49,0.3,STORET DATA CONVERSION,7.37,13.4,9.02,1.0,59.0,0.6,2.0,0.04,0.3,2.0,0.3,0.05,0.03,,,,,,,,,,600.0,,,7.0,,0.3,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,5/19/94 12:04,0.3,STORET DATA CONVERSION,7.71,12.1,10.8,1.0,55.0,0.7,2.0,0.04,0.3,2.0,0.4,0.04,0.03,,,,,,,,,,1600.0,,,5.0,,0.3,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,5/23/94 11:08,0.3,STORET DATA CONVERSION,7.41,17.6,10.09,1.0,68.0,0.62,2.0,0.04,0.32,2.0,0.3,0.05,0.03,,,,,,,,,,800.0,,,11.0,,0.32,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,5/31/94 11:35,0.3,STORET DATA CONVERSION,8.33,17.8,8.72,1.0,68.0,0.7,2.0,0.06,0.4,2.0,0.3,0.07,0.03,,,,,,,,,,800.0,,,16.0,,0.4,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,6/2/94 13:14,0.3,STORET DATA CONVERSION,8.47,20.1,8.85,1.0,41.0,0.83,2.0,0.06,0.43,2.0,0.4,0.08,0.03,,,,,,,,,,200.0,,,16.0,,0.43,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,6/8/94 11:00,0.3,STORET DATA CONVERSION,7.88,20.0,7.73,1.0,70.0,0.95,2.0,0.04,0.35,2.0,0.6,0.19,0.03,,,,,,,,,,6700.0,,,58.0,,0.35,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,6/14/94 10:26,0.3,STORET DATA CONVERSION,7.45,20.9,7.91,1.0,71.0,0.99,2.0,0.08,0.49,2.0,0.5,0.18,0.04,,,,,,,,,,4400.0,,,54.0,,0.49,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,6/14/94 10:36,0.3,STORET DATA CONVERSION,7.67,21.1,7.99,1.0,71.0,0.88,2.0,0.07,0.48,2.0,0.4,0.17,0.05,,,,,,,,,,2900.0,,,54.0,,0.48,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,6/21/94 10:48,0.3,STORET DATA CONVERSION,8.38,23.5,7.71,1.0,79.0,0.83,2.0,0.04,0.43,2.0,0.4,0.12,0.04,,,,,,,,,,1200.0,,,25.0,,0.43,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,7/6/94 10:54,0.3,STORET DATA CONVERSION,8.72,23.9,6.18,1.0,83.0,0.75,2.0,0.04,0.35,2.0,0.4,0.09,0.05,,,,,,,,,,1400.0,,,19.0,,0.35,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,7/11/94 12:14,0.3,STORET DATA CONVERSION,7.83,21.9,8.34,1.0,80.0,0.56,2.0,0.04,0.36,2.0,0.2,0.07,0.05,,,,,,,,,,900.0,,,13.0,,0.36,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,7/20/94 11:27,0.3,STORET DATA CONVERSION,8.45,23.9,7.66,1.0,72.0,0.58,2.0,0.05,0.28,2.0,0.3,0.1,0.06,,,,,,,,,,1400.0,,,17.0,,0.28,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,7/20/94 11:37,0.3,STORET DATA CONVERSION,8.12,24.0,7.66,1.0,75.0,0.89,2.0,0.07,0.29,2.0,0.6,0.08,0.06,,,,,,,,,,600.0,,,13.0,,0.29,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
4AGIL008.30,RT. 834 BRIDGE NEAR BOOKER T.WASHINGTON,7/21/94 11:01,0.3,STORET DATA CONVERSION,8.59,23.1,,,,0.96,2.0,0.1,0.36,2.0,0.6,0.19,0.1,,,,,,,,,,4300.0,,,81.0,,0.36,37.10111111,-79.73333333,STREAM,TMDL,Total Maximum Daily Load Station,
